,bid_rtpd_neg_weighted,bid_rtpd_pos_weighted,bid_ifm_neg_weighted,bid_ifm_pos_weighted
2023-07-02 01:00:00,-32.33149655739834,126.98904400606982,-39.057158469702586,178.36450765187817
2023-07-02 02:00:00,-31.41596393041558,135.2951344616797,-39.41158434545483,178.36450765187817
2023-07-02 03:00:00,-32.07172585676548,135.65934359957288,-39.452894129491426,178.44842435351012
2023-07-02 04:00:00,-30.94676142673606,136.3525301145943,-38.50627628074555,178.44842435351012
2023-07-02 05:00:00,-31.298844948564117,131.30734987825986,-39.452347259936516,180.4312876797032
2023-07-02 06:00:00,-30.265287782945826,132.17200400897246,-35.7419235624264,182.31433511765948
2023-07-02 07:00:00,-15.456310520089389,147.12538773562395,-32.69432026738521,182.17766087140888
2023-07-02 08:00:00,13.82550770466946,140.41552971175963,-2.642283929161088,185.10738160913957
2023-07-02 09:00:00,21.140657358540988,156.98175926036245,8.831131408213338,191.3968134608037
2023-07-02 10:00:00,21.959935201753368,156.21465287964983,13.529782946176503,194.990642204266
2023-07-02 11:00:00,30.3930837035167,165.7212824923547,6.609732766866884,197.97519935693452
2023-07-02 12:00:00,13.876311869172957,149.9929424148903,2.8911003947527227,198.95569760020845
2023-07-02 13:00:00,11.403370236535608,147.69651248568923,0.74375321752375,198.4256985497901
2023-07-02 14:00:00,5.147074167010107,157.5065670755385,-6.487089045654201,199.12794729159447
2023-07-02 15:00:00,-17.54623826116517,152.67240788541932,-28.5696944716591,194.94812957282397
2023-07-02 16:00:00,-20.0898500525961,148.76676874557214,-30.832908950450783,197.69941918885195
2023-07-02 17:00:00,-22.552734547762878,145.28616898148147,-30.614858496161784,191.78960137461596
2023-07-02 18:00:00,-27.243498612581018,107.64371933983557,-33.8983207253841,155.0533383395543
2023-07-02 19:00:00,-30.151851567606755,58.466862853147234,-36.410170228531754,118.7144653768608
2023-07-02 20:00:00,-30.857285874373968,47.76108198949759,-36.913685109297205,118.18681258006096
2023-07-02 21:00:00,-31.84321468183872,85.12032467955277,-37.14263340897362,113.1381590135585
2023-07-02 22:00:00,-26.444862273938476,119.98574269400287,-37.10452482953801,153.78655358247198
2023-07-02 23:00:00,-26.938008883743887,175.94220358698425,-38.895783843362445,176.28315261798025
2023-07-03 00:00:00,-29.026125495684624,161.32136474793077,-36.815687227350445,178.8793681242489
2023-07-03 01:00:00,-26.72694031970139,154.22980313079157,-36.81074852281364,179.02668315344258
2023-07-03 02:00:00,-18.26195699097454,147.66838841532393,-35.85949519311518,177.99251178700194
2023-07-03 03:00:00,-20.625653778841706,142.87509892463106,-36.892243277987035,179.98012387907923
2023-07-03 04:00:00,-23.85316315037912,136.5589455528622,-36.8196640195071,178.8570240103529
2023-07-03 05:00:00,-28.174404046855123,137.5923193561556,-37.196920107701764,181.71350651751874
2023-07-03 06:00:00,-29.268068175885638,140.80519419527542,-30.933892331996592,179.83361064891844
2023-07-03 07:00:00,-0.11583021599157342,158.7049710131376,-30.580291050259355,183.2991674929334
2023-07-03 08:00:00,28.825799451336845,151.6381095947159,1.0102841285440327,187.71132099019377
2023-07-03 09:00:00,30.347653446994954,168.42394617286791,6.060345536104375,194.2166754103968
2023-07-03 10:00:00,43.60158614660866,167.15859666124436,21.568066232998227,197.02656561618224
2023-07-03 11:00:00,47.708462473035624,164.68442566163228,14.865981549926374,200.29145606116282
2023-07-03 12:00:00,43.30955556894984,161.57650829649856,13.31529253364409,201.598840096932
2023-07-03 13:00:00,26.65860513265491,163.3489466762039,9.25794000034178,197.8257678475323
2023-07-03 14:00:00,8.869279725520505,158.1893871727354,0.178292642596535,197.27106706887835
2023-07-03 15:00:00,-24.178995028359754,148.92002742187134,-27.20893470046233,196.98656907251706
2023-07-03 16:00:00,-29.78147256766831,141.7493625435812,-31.07695079533587,189.91170809610736
2023-07-03 17:00:00,-27.769917159942317,128.015477210033,-28.7260078272413,193.0216114984388
2023-07-03 18:00:00,-33.49959459872924,100.5175043822935,-33.751954493111285,145.13316716287017
2023-07-03 19:00:00,-33.696555536370965,45.23954919482235,-36.23465432430214,127.90311786019247
2023-07-03 20:00:00,-35.31025181011815,39.33594766602787,-37.51503623148125,65.21358103040443
2023-07-03 21:00:00,-33.596629535588505,56.94339663105822,-38.0344302302785,127.11130184695233
2023-07-03 22:00:00,-31.735001234250184,125.3658819885396,-38.01137605418327,161.3044519349432
2023-07-03 23:00:00,-32.2703870219202,156.2591754182367,-35.40927508825293,177.2293796628903
2023-07-04 00:00:00,-31.649200198549313,159.73378103031763,-38.535590452517035,167.78272721228643
2023-07-04 01:00:00,-32.33792291426374,144.5598938746987,-38.52934392010619,167.1303683020875
2023-07-04 02:00:00,-36.21840192089641,148.75257414727673,-38.52934392010619,166.71486504454197
2023-07-04 03:00:00,-32.31046138110686,148.71342877662266,-38.570534879985146,166.79907370473785
2023-07-04 04:00:00,-32.03970431336687,147.60013539765703,-38.122870587500294,166.79907370473785
2023-07-04 05:00:00,-31.624873859479464,148.3789290565498,-38.10348213628156,167.5187829116505
2023-07-04 06:00:00,-27.19742820876029,147.30532880253625,-36.3080319517229,168.15208236363233
2023-07-04 07:00:00,-21.205302242920954,152.8447736971101,-32.48935782246178,171.2279739344371
2023-07-04 08:00:00,6.143365943463882,141.85891386916418,5.328379928735172,173.58102956885585
2023-07-04 09:00:00,19.923649578051233,150.81169443200832,17.59088350416944,177.57760492881508
2023-07-04 10:00:00,27.415114011807397,153.82738458957863,21.884180912292756,179.09321643590533
2023-07-04 11:00:00,22.95690076409659,148.69635688383497,8.402536415926683,181.24670900398792
2023-07-04 12:00:00,26.000019671596746,156.67175740964416,8.708844450123525,181.91389516748535
2023-07-04 13:00:00,23.651220888299477,150.73744609656669,4.066109850089468,181.58112529636657
2023-07-04 14:00:00,5.382550963430289,147.67986684484322,-4.057758298581437,180.07200953707127
2023-07-04 15:00:00,-20.78667600049983,139.457914934288,-30.77823924276815,177.30377311709412
2023-07-04 16:00:00,-21.600342440881324,117.71959288512788,-32.66453658864822,173.94493615400967
2023-07-04 17:00:00,-23.62671433703496,136.70813901790697,-33.31430300714925,173.89527059182905
2023-07-04 18:00:00,-33.941427111905455,89.79606365159128,-36.83651068496,99.0102193965985
2023-07-04 19:00:00,-37.9907753094812,44.37638610770192,-39.39460730291676,91.89587055523455
2023-07-04 20:00:00,-33.508067372862456,29.521855132380686,-40.68038812311114,85.11226252158895
2023-07-04 21:00:00,-37.12368314948255,37.42878145758434,-39.40137839532866,92.80403558058654
2023-07-04 22:00:00,-32.41088557128618,121.40798083301915,-38.94110408622225,139.8966082182076
2023-07-04 23:00:00,-33.70170443893319,151.67994973972358,-39.34762045923066,166.4917756967966
2023-07-05 00:00:00,-32.793865305295924,162.99361208577454,-37.06822043747192,169.57020631879152
2023-07-05 01:00:00,-32.285694094053525,172.10349438900568,-37.06419782615072,169.72728488035295
2023-07-05 02:00:00,-27.922445607125315,174.13563662754186,-37.06419782615072,169.72728488035295
2023-07-05 03:00:00,-27.31162666751098,176.0088510990514,-37.10463522936856,169.81239277199705
2023-07-05 04:00:00,-28.069228929195443,175.10817954295604,-36.47782499994434,169.55058933624474
2023-07-05 05:00:00,-31.34572345888173,174.4896315918453,-37.74294580067139,167.84978598180845
2023-07-05 06:00:00,-31.584202989158022,166.40075168060804,-34.75280152387007,167.50378969426083
2023-07-05 07:00:00,-19.618064644476323,179.31551055451934,-29.831345245947162,170.40256805662023
2023-07-05 08:00:00,6.71747289352847,173.64164929897692,-3.4966432651042396,174.48299683558406
2023-07-05 09:00:00,17.040250071128767,163.22605602489995,15.869915946941372,181.65598715331598
2023-07-05 10:00:00,26.14979281713655,161.17604857166572,20.793374253148954,186.35918329976192
2023-07-05 11:00:00,25.652740802164708,161.36682727025203,17.763577599864806,189.01077955836638
2023-07-05 12:00:00,24.4615767835681,164.77049219601597,12.310726952228372,189.97774636438345
2023-07-05 13:00:00,21.75179354887303,163.77569315948767,7.769836839167027,189.87096100636234
2023-07-05 14:00:00,15.22044637227816,150.01044653492852,-4.15151006999983,186.29482180700802
2023-07-05 15:00:00,-16.2680411349205,149.37960305701625,-28.3096356968752,182.40950039303962
2023-07-05 16:00:00,-16.132932694832128,145.62578237558753,-30.169245637490825,176.54109038455528
2023-07-05 17:00:00,-19.18694185354237,138.28320755925537,-28.474473062911954,176.7680652940914
2023-07-05 18:00:00,-31.197938763732573,94.24981079113257,-35.34732083816627,106.2315590568065
2023-07-05 19:00:00,-35.64530643667878,43.095459901141844,-37.96036154368467,90.2724673932464
2023-07-05 20:00:00,-36.400891432130486,40.15074935838459,-39.396321649116146,91.37998785071566
2023-07-05 21:00:00,-34.420026007802335,48.341663293477176,-38.10136397079631,97.09063299054253
2023-07-05 22:00:00,-31.191241435864878,142.1963775322995,-37.45787975213533,159.7144675719135
2023-07-05 23:00:00,-32.36119644192756,167.1362747669345,-38.04625722592395,168.9801478305531
2023-07-06 00:00:00,-33.06809996121239,172.7352703005589,-38.153878742343274,158.20375455970265
2023-07-06 01:00:00,-33.0129941589774,172.2987622142012,-38.13734529261312,158.22661180332418
2023-07-06 02:00:00,-33.06344922104438,174.51946010572118,-38.133073922677525,158.22661180332418
2023-07-06 03:00:00,-30.84878967784993,171.26673529285614,-39.17548041463055,158.31445479553386
2023-07-06 04:00:00,-31.061515987664336,172.20572794247383,-38.76662911549645,158.31445479553386
2023-07-06 05:00:00,-32.450341749197946,169.45546813061884,-38.77883532027421,158.25462274643277
2023-07-06 06:00:00,-28.818261537082275,157.80279331572552,-36.148590566180474,145.54760616653715
2023-07-06 07:00:00,-18.407240758687525,161.40031216944868,-32.95728310548161,153.1739249542841
2023-07-06 08:00:00,5.866024391197715,158.26430722891564,-4.180071575258327,137.68346519346522
2023-07-06 09:00:00,11.225227842472949,152.2322618307339,1.2615335776346939,145.1245069298604
2023-07-06 10:00:00,26.946270059759616,148.30642940300189,17.742694287104364,169.06936400804275
2023-07-06 11:00:00,37.72699397371986,144.9139558257544,15.39277165896786,171.97136732063655
2023-07-06 12:00:00,34.58331429185877,148.6540458015267,14.495847525151259,171.90727733451092
2023-07-06 13:00:00,31.717223052562268,148.30251231454804,6.990947053848818,171.8893564739795
2023-07-06 14:00:00,13.827488648271045,146.32633965919598,3.0550813740003306,168.2777004592261
2023-07-06 15:00:00,-24.19625324903806,147.3195660864193,-27.340208028422353,164.87058517207691
2023-07-06 16:00:00,-20.462022710440543,146.91690067223416,-31.330147972388065,158.11009189109478
2023-07-06 17:00:00,-21.471794197766627,137.95173244280022,-33.85354201869875,158.11713969647735
2023-07-06 18:00:00,-31.12960288433565,87.45031988993566,-36.472030134367806,128.30978004124947
2023-07-06 19:00:00,-38.32508510906569,38.17518149311951,-39.21094813906438,88.43142213435102
2023-07-06 20:00:00,-35.2189843351778,39.80413207603178,-40.430886084117034,87.48885006207183
2023-07-06 21:00:00,-34.699866852071565,45.659836535775575,-39.10653069522566,89.27428625292558
2023-07-06 22:00:00,-32.696642059188605,112.79655545639255,-38.72279313427251,150.05761560477708
2023-07-06 23:00:00,-32.03350357676674,184.3222168330163,-39.067927666542865,155.37535173060655
2023-07-07 00:00:00,-35.25642906293841,190.04597303371884,-38.77024434839277,137.05132991133925
2023-07-07 01:00:00,-34.250424591495516,183.4000279455184,-38.75383613018785,137.3553422756707
2023-07-07 02:00:00,-35.47735011649114,171.8212556861028,-38.56641875732277,137.3553422756707
2023-07-07 03:00:00,-35.44042858499425,172.50349735417552,-38.8037647102182,137.49670482136662
2023-07-07 04:00:00,-35.52655496925378,171.7306109929061,-38.72783762440976,137.46645342667495
2023-07-07 05:00:00,-35.47117932114992,174.32307209237794,-38.7662406435704,137.04387036047726
2023-07-07 06:00:00,-35.362645646283525,168.77712661725153,-36.01754842182821,138.39432774518218
2023-07-07 07:00:00,-32.838257828918785,188.48825236356828,-32.90430951763629,142.15694779896913
2023-07-07 08:00:00,3.4830065752696635,198.3613481228669,-10.363111277199748,143.88820641662733
2023-07-07 09:00:00,8.250553523894823,162.37213100661907,7.571473745929193,159.8528520400137
2023-07-07 10:00:00,20.484089319612348,137.36522465562422,14.940225097287438,165.19315752454816
2023-07-07 11:00:00,30.073947975439133,138.92494509055558,13.296122554808461,168.16434213631587
2023-07-07 12:00:00,23.076360548980272,151.05969142215693,11.586438004266176,168.14279138195056
2023-07-07 13:00:00,20.78933744053937,156.6071915291277,4.933816063582093,167.98549393710874
2023-07-07 14:00:00,5.607460433718298,162.8869723882039,-3.5212253770955293,156.93614198023607
2023-07-07 15:00:00,-27.70380093948399,124.57149655037136,-29.392707764847287,152.97446589053703
2023-07-07 16:00:00,-21.028851552952315,120.16281356134184,-31.1170829660753,144.0185906224928
2023-07-07 17:00:00,-36.555718370081685,116.12045298558684,-32.072064412551256,145.0829951087522
2023-07-07 18:00:00,-38.856890305956334,82.7476964083267,-36.30119143308181,124.07292314066709
2023-07-07 19:00:00,-39.178142381300674,38.80854778254511,-38.26025167426987,80.08619499171422
2023-07-07 20:00:00,-34.97572752015075,36.61157716898968,-39.63306853981006,73.4331180801193
2023-07-07 21:00:00,-32.980406049655215,52.37732745238394,-39.03214839012695,73.3163793698649
2023-07-07 22:00:00,-29.376171543709717,141.60420196173956,-38.573581288608594,112.43615963429036
2023-07-07 23:00:00,-32.37137437545782,176.1007548424315,-38.55190451292516,133.07775092081033
2023-07-08 00:00:00,-34.6379688642775,184.2732185510251,-41.1996763440836,150.93198354398316
2023-07-08 01:00:00,-33.7226734923081,186.74148065215869,-41.189724974626365,150.88616378020845
2023-07-08 02:00:00,-33.70544050855736,187.59995220943924,-40.708365868642105,151.16472756494244
2023-07-08 03:00:00,-32.53684636893407,186.99319125122418,-41.23025244895524,151.29669821002022
2023-07-08 04:00:00,-32.24774844520141,187.18205948760055,-40.44265694281603,151.29669821002022
2023-07-08 05:00:00,-33.15578217233496,186.4223486926419,-40.38446136698859,151.4653843382255
2023-07-08 06:00:00,-32.58957692515941,178.8145269493103,-37.956459817338434,152.26545390629946
2023-07-08 07:00:00,-25.497969457199385,187.1112663351831,-34.856827586815086,155.53878410004626
2023-07-08 08:00:00,7.8480883329562765,176.32784163173022,-10.015598296692325,157.18943366985974
2023-07-08 09:00:00,15.312120095781916,179.51751471425857,-1.0798853055435624,164.02178063269957
2023-07-08 10:00:00,13.801513170184943,153.7214205119069,15.053738359084115,169.05829530960892
2023-07-08 11:00:00,15.248938050540128,166.19559493554962,7.300850918551237,171.9549845509907
2023-07-08 12:00:00,17.04758129740499,158.23056158730014,-0.8243959083555101,171.9549845509907
2023-07-08 13:00:00,10.655021255744352,133.20156935039765,-5.017806214066905,171.9549845509907
2023-07-08 14:00:00,-6.662291744790272,126.69562747094054,-11.062983420576172,170.49317462026397
2023-07-08 15:00:00,-29.502213569447413,123.47755319463762,-32.74196571622387,165.87804344656655
2023-07-08 16:00:00,-25.84859817772345,118.02752992765774,-31.14333008934515,159.10535848464116
2023-07-08 17:00:00,-29.110779789284372,114.17106696840165,-36.65477787594211,155.79440316166526
2023-07-08 18:00:00,-34.970898531612185,78.21366321583896,-38.15216786640113,118.36467109644983
2023-07-08 19:00:00,-39.02315151979762,37.07052348801825,-39.253210131139696,89.29884271200129
2023-07-08 20:00:00,-40.82909146025691,32.54240981827078,-39.35096346274801,84.75418448751103
2023-07-08 21:00:00,-39.18937364137304,43.0132450331126,-40.504983949991555,79.7843624629339
2023-07-08 22:00:00,-38.1671146953405,126.09877728338861,-37.99838846185061,129.62398054855237
2023-07-08 23:00:00,-37.818482779859366,166.58773967929852,-37.97919684765603,147.9977483639756
2023-07-09 00:00:00,-33.78397887781911,178.39831234392523,-38.149832290574665,152.65101489598106
2023-07-09 01:00:00,-32.88395984305405,188.71718781003068,-40.595574833255085,157.56910506680154
2023-07-09 02:00:00,-34.08370675516871,182.07274085486847,-40.593005169240904,157.5539141077695
2023-07-09 03:00:00,-34.092541864792224,181.88396535826416,-40.637710972930016,157.63972504369582
2023-07-09 04:00:00,-36.701751213968386,165.67369764124405,-40.603532875368,157.59969785790742
2023-07-09 05:00:00,-33.92447992435263,162.94140643233908,-41.05379128515827,155.93293634394908
2023-07-09 06:00:00,-34.68613876789048,170.19235348498432,-38.99569424715909,158.00603310245774
2023-07-09 07:00:00,-28.418080878178024,179.3911307738102,-36.45412566891075,161.10598089905398
2023-07-09 08:00:00,-2.8735397989676716,170.34385124599692,-9.29224204045433,167.58900284745883
2023-07-09 09:00:00,8.47330785353224,166.51657653421117,2.485029811784978,175.1816504687754
2023-07-09 10:00:00,19.55101803546736,159.09160144350187,14.91792419055051,180.54613585147652
2023-07-09 11:00:00,40.05153390473906,165.99602730927518,12.963895756296619,183.52747845800894
2023-07-09 12:00:00,14.806669734386581,138.66835036843358,11.186038793185986,183.8255437433387
2023-07-09 13:00:00,3.3434906973148486,137.457901438789,-2.34450967554978,177.5599630579692
2023-07-09 14:00:00,-5.4456216786703,126.64413061195353,-13.604707064730295,176.48299745266655
2023-07-09 15:00:00,-33.981938453606325,116.63092577482941,-33.95847290995153,171.75603739288493
2023-07-09 16:00:00,-30.711311762570816,118.6778557576877,-34.34630673839307,165.1588945971885
2023-07-09 17:00:00,-27.38245693221997,117.9929146462031,-35.05517352530354,165.00443758920343
2023-07-09 18:00:00,-39.84398107068914,85.63818718287718,-38.02936301982249,136.83790335875415
2023-07-09 19:00:00,-39.743444645082526,40.01409872832262,-40.88936024101724,98.93511200433565
2023-07-09 20:00:00,-38.18936856156966,34.98010134936067,-41.80437725180422,98.21943867413295
2023-07-09 21:00:00,-36.86767999273675,44.08020954163642,-40.541094578917125,126.14914433708988
2023-07-09 22:00:00,-35.43982140546138,120.63599806281283,-40.19834025825671,144.1731376715221
2023-07-09 23:00:00,-36.84408879710894,145.65110783917928,-40.17794570389029,157.21172347133265
2023-07-10 00:00:00,-31.085635430703856,187.89901855697337,-34.085270652245136,209.88399917956195
2023-07-10 01:00:00,-31.03179990601013,169.81351778288848,-34.29612653864312,210.36463081130358
2023-07-10 02:00:00,-30.223253757736526,171.95376441592262,-33.957280557695306,210.36463081130358
2023-07-10 03:00:00,-26.54319941601272,173.0446449382557,-34.56135771415141,210.45123062898813
2023-07-10 04:00:00,-32.54958392285113,156.75400246800666,-34.531059752100276,210.45123062898813
2023-07-10 05:00:00,-32.05299744303772,153.15221756279269,-34.802978217749796,210.06304196720566
2023-07-10 06:00:00,-34.44098403559278,146.3226576555797,-31.942782656112342,203.85554380599243
2023-07-10 07:00:00,-29.944736808572998,171.92912762539137,-29.12870190794238,215.65675711933088
2023-07-10 08:00:00,2.959660035720887,173.3660842955504,-0.947544347438031,220.21562748088775
2023-07-10 09:00:00,34.59731843378617,165.06073910146586,18.479684667924342,226.3532861785156
2023-07-10 10:00:00,41.6671560153183,164.21788368526603,23.106985120659832,232.07303438410005
2023-07-10 11:00:00,39.51326508634342,173.1404337607192,14.975336174252549,235.19396900940274
2023-07-10 12:00:00,23.541435692867704,167.0233031327009,14.416763976611204,235.99003244604282
2023-07-10 13:00:00,16.094649476405984,158.70551315883318,6.1280793249995185,228.54247550913692
2023-07-10 14:00:00,1.3261161093902896,160.82124629080118,-1.49662149671936,224.824210750409
2023-07-10 15:00:00,-23.079045488441466,154.1959713435499,-26.707827300304224,215.674631089596
2023-07-10 16:00:00,-25.23448855288044,147.9243622538781,-27.267446993137693,210.78500561717237
2023-07-10 17:00:00,-31.227127738092953,93.73820137711644,-28.374535709453415,200.1133528607333
2023-07-10 18:00:00,-38.875835748243276,69.74061516801471,-31.095050637226333,157.799715338013
2023-07-10 19:00:00,-40.153352489208984,40.37562963749395,-33.47897878826369,122.22784071003153
2023-07-10 20:00:00,-39.52859605536683,46.060800240673885,-36.34501934508703,133.84097066246787
2023-07-10 21:00:00,-35.562682048868595,63.6090855236605,-34.998570431958285,151.72135133257694
2023-07-10 22:00:00,-34.56855911798252,139.98409357457479,-34.67253749331999,204.20921616301956
2023-07-10 23:00:00,-35.24056235355376,173.477421379094,-34.631930785934365,210.41681139284475
2023-07-11 00:00:00,-32.289714979536726,190.80108368366555,-34.5685362535436,185.96502634233832
2023-07-11 01:00:00,-29.139498745288275,198.70829991034776,-35.13148988358923,186.3672741946331
2023-07-11 02:00:00,-26.404299040010034,183.80270092226615,-33.800062997614134,186.3672741946331
2023-07-11 03:00:00,-23.636154915903557,180.67323431947938,-33.458695768780345,186.45246261797473
2023-07-11 04:00:00,-31.292289360272537,155.49425422138836,-34.690437680952215,186.45246261797473
2023-07-11 05:00:00,-33.04709650320277,152.77802730549934,-35.3603886632408,186.4593655419796
2023-07-11 06:00:00,-31.277235121992295,159.69061161418804,-29.48716331076694,168.1894124705774
2023-07-11 07:00:00,-23.494625705137985,164.36736066085535,-26.55263080914567,170.3904699911585
2023-07-11 08:00:00,8.087586780399914,169.03077906878536,2.339880178977662,174.83733502591082
2023-07-11 09:00:00,18.090779466492712,155.05948623318602,14.733121602965415,180.87411995510496
2023-07-11 10:00:00,21.81555277254556,162.09315478362402,21.31528752597455,186.40408862277116
2023-07-11 11:00:00,27.16191741911947,162.5232691300269,18.553038375448814,188.0830421060199
2023-07-11 12:00:00,15.113241924115277,165.79271294928606,13.42927907481597,190.01836235826718
2023-07-11 13:00:00,9.815863155488799,167.70931263588773,8.993000999857163,188.19493368829438
2023-07-11 14:00:00,5.997105019844849,165.58808092904295,2.1242307337996316,182.2631920139348
2023-07-11 15:00:00,-28.65320389448658,156.33073914589343,-24.65627576106757,177.94243867709025
2023-07-11 16:00:00,-28.717285380354156,139.9367644518116,-25.84027223299494,171.50603380134118
2023-07-11 17:00:00,-23.83369538103355,142.05352352757563,-26.6556626318539,172.81344127788913
2023-07-11 18:00:00,-28.912332750069076,93.30915447628044,-28.450808210750044,133.42935760732922
2023-07-11 19:00:00,-30.331551651143098,47.02226674004944,-32.37664709869381,61.20905462398662
2023-07-11 20:00:00,-30.522664078484862,55.44640272234115,-33.77478370064861,60.18690426385952
2023-07-11 21:00:00,-29.953512666492557,64.88850231862806,-32.35808497961377,120.6355920706021
2023-07-11 22:00:00,-30.462221448467968,129.22198514774774,-32.52963990849658,164.40630441173147
2023-07-11 23:00:00,-33.23116756123058,181.39105447724194,-32.50989587565441,166.10690302304022
2023-07-12 00:00:00,-37.998232144083126,194.53813707747094,-33.72057946531956,153.63529250268823
2023-07-12 01:00:00,-37.54069842360723,198.19559949796988,-33.58092930868047,153.63529250268823
2023-07-12 02:00:00,-33.81298590333961,187.86178475194168,-32.76063312611239,153.63529250268823
2023-07-12 03:00:00,-32.100418746752815,185.18217981257317,-32.94766252730746,153.72231628077242
2023-07-12 04:00:00,-35.0505128892526,168.74962835535467,-33.64327881634397,153.72231628077242
2023-07-12 05:00:00,-35.08982863460476,163.6970357872368,-33.95023882844681,154.2117843685009
2023-07-12 06:00:00,-38.46359373426735,149.27233474860788,-30.684241973696103,154.37437082456302
2023-07-12 07:00:00,-24.267154732152562,167.69458094054033,-26.08676766582726,163.272999169015
2023-07-12 08:00:00,3.1551042530128193,189.76993289978924,4.4957526053950145,172.405123926077
2023-07-12 09:00:00,12.333039503754488,182.339409887749,15.84161111716185,173.04015542558915
2023-07-12 10:00:00,24.633696866171743,167.513271317053,22.082292421420416,175.16784573646072
2023-07-12 11:00:00,18.100896138224492,168.99233626216096,18.738501589389458,175.16938122308432
2023-07-12 12:00:00,16.283404988152526,164.33334567093468,16.460667135893907,175.16938122308432
2023-07-12 13:00:00,8.176823105257402,170.78942069733046,5.157752087572799,172.80263450104283
2023-07-12 14:00:00,-1.9827387053431569,168.56118314270617,-4.784032390275129,190.68930210153147
2023-07-12 15:00:00,-23.480053180923726,164.68205458323243,-27.568715854125344,193.01890855169106
2023-07-12 16:00:00,-23.504193722943718,173.66645274971225,-27.492777378923783,193.04070871451768
2023-07-12 17:00:00,-23.90261975819184,164.956866845695,-29.28506488586798,191.5877424965833
2023-07-12 18:00:00,-29.04948123445027,101.6318989653805,-32.74894246348916,90.14420698635517
2023-07-12 19:00:00,-33.42308460535722,50.7081337584973,-37.48647774543589,86.60406400525389
2023-07-12 20:00:00,-33.86131612106873,50.71335129551855,-38.13229550210961,82.77809206877427
2023-07-12 21:00:00,-31.871036077347352,72.67167497454426,-36.816129507992144,84.63205852013711
2023-07-12 22:00:00,-32.96145096383361,137.14901550724068,-36.4928538392988,185.25202999511916
2023-07-12 23:00:00,-34.03279506427271,172.27825116531432,-36.47233279581412,186.32526645545465
2023-07-13 00:00:00,-34.66478808588769,180.32314556805758,-35.609210212466195,179.25398734741157
2023-07-13 01:00:00,-34.79535340991411,196.81602099851023,-35.5259990773119,179.24744954782375
2023-07-13 02:00:00,-30.93817927750751,191.48548459133542,-34.425539928284415,179.24744954782375
2023-07-13 03:00:00,-24.74899437986544,176.34838153236223,-34.75301896680531,179.3327467533914
2023-07-13 04:00:00,-27.28083765848116,160.92651320790577,-35.20275359799608,179.3327467533914
2023-07-13 05:00:00,-31.570484638460737,158.71223366386388,-35.82772316241249,179.2158001661792
2023-07-13 06:00:00,-39.04317946058091,146.04552187850805,-32.70546764286461,179.0153253291159
2023-07-13 07:00:00,-22.663678013695257,163.36834330186642,-25.965205243224947,194.8440085879143
2023-07-13 08:00:00,9.411955058185816,179.858767214303,4.060737772991917,199.05805958832568
2023-07-13 09:00:00,20.669473580538728,173.3915003219575,13.832576474366295,211.01590983309546
