Date,price,zone
12/1/2023 12:00:00 AM,59.41327,PGAE
12/1/2023 12:00:00 AM,56.80578,SCE
12/1/2023 12:00:00 AM,57.06592,SDGE
12/1/2023 12:00:00 AM,56.26136,VEA
12/1/2023 1:00:00 AM,59.79470,PGAE
12/1/2023 1:00:00 AM,56.47059,SCE
12/1/2023 1:00:00 AM,56.64600,SDGE
12/1/2023 1:00:00 AM,55.96646,VEA
12/1/2023 2:00:00 AM,59.85471,PGAE
12/1/2023 2:00:00 AM,56.23873,SCE
12/1/2023 2:00:00 AM,56.33236,SDGE
12/1/2023 2:00:00 AM,55.66611,VEA
12/1/2023 3:00:00 AM,57.81250,PGAE
12/1/2023 3:00:00 AM,55.81106,SCE
12/1/2023 3:00:00 AM,56.06064,SDGE
12/1/2023 3:00:00 AM,55.08501,VEA
12/1/2023 4:00:00 AM,59.31858,PGAE
12/1/2023 4:00:00 AM,57.07486,SCE
12/1/2023 4:00:00 AM,57.33634,SDGE
12/1/2023 4:00:00 AM,56.48797,VEA
12/1/2023 5:00:00 AM,73.44735,PGAE
12/1/2023 5:00:00 AM,70.17254,SCE
12/1/2023 5:00:00 AM,70.04355,SDGE
12/1/2023 5:00:00 AM,69.56342,VEA
12/1/2023 6:00:00 AM,82.10333,PGAE
12/1/2023 6:00:00 AM,78.33192,SCE
12/1/2023 6:00:00 AM,87.06436,SDGE
12/1/2023 6:00:00 AM,77.70635,VEA
12/1/2023 7:00:00 AM,71.63000,PGAE
12/1/2023 7:00:00 AM,64.73218,SCE
12/1/2023 7:00:00 AM,80.00000,SDGE
12/1/2023 7:00:00 AM,62.32861,VEA
12/1/2023 8:00:00 AM,63.61242,PGAE
12/1/2023 8:00:00 AM,45.83838,SCE
12/1/2023 8:00:00 AM,76.21126,SDGE
12/1/2023 8:00:00 AM,37.53726,VEA
12/1/2023 9:00:00 AM,59.40397,PGAE
12/1/2023 9:00:00 AM,29.62365,SCE
12/1/2023 9:00:00 AM,66.93921,SDGE
12/1/2023 9:00:00 AM,19.75467,VEA
12/1/2023 10:00:00 AM,53.19274,PGAE
12/1/2023 10:00:00 AM,26.20972,SCE
12/1/2023 10:00:00 AM,65.33933,SDGE
12/1/2023 10:00:00 AM,17.30758,VEA
12/1/2023 11:00:00 AM,48.88045,PGAE
12/1/2023 11:00:00 AM,24.56637,SCE
12/1/2023 11:00:00 AM,59.47157,SDGE
12/1/2023 11:00:00 AM,16.00837,VEA
12/1/2023 12:00:00 PM,45.73749,PGAE
12/1/2023 12:00:00 PM,23.95043,SCE
12/1/2023 12:00:00 PM,57.65000,SDGE
12/1/2023 12:00:00 PM,16.13610,VEA
12/1/2023 1:00:00 PM,45.71076,PGAE
12/1/2023 1:00:00 PM,23.04127,SCE
12/1/2023 1:00:00 PM,57.52000,SDGE
12/1/2023 1:00:00 PM,15.16127,VEA
12/1/2023 2:00:00 PM,48.64801,PGAE
12/1/2023 2:00:00 PM,30.26653,SCE
12/1/2023 2:00:00 PM,59.89175,SDGE
12/1/2023 2:00:00 PM,22.10188,VEA
12/1/2023 3:00:00 PM,57.61726,PGAE
12/1/2023 3:00:00 PM,54.02498,SCE
12/1/2023 3:00:00 PM,57.16000,SDGE
12/1/2023 3:00:00 PM,52.27682,VEA
12/1/2023 4:00:00 PM,76.46217,PGAE
12/1/2023 4:00:00 PM,72.98424,SCE
12/1/2023 4:00:00 PM,75.25724,SDGE
12/1/2023 4:00:00 PM,71.55403,VEA
12/1/2023 5:00:00 PM,76.73352,PGAE
12/1/2023 5:00:00 PM,74.91424,SCE
12/1/2023 5:00:00 PM,84.31020,SDGE
12/1/2023 5:00:00 PM,71.39759,VEA
12/1/2023 6:00:00 PM,75.55876,PGAE
12/1/2023 6:00:00 PM,73.63696,SCE
12/1/2023 6:00:00 PM,74.36778,SDGE
12/1/2023 6:00:00 PM,72.44377,VEA
12/1/2023 7:00:00 PM,74.58235,PGAE
12/1/2023 7:00:00 PM,73.17884,SCE
12/1/2023 7:00:00 PM,73.71802,SDGE
12/1/2023 7:00:00 PM,71.98231,VEA
12/1/2023 8:00:00 PM,75.16873,PGAE
12/1/2023 8:00:00 PM,72.77421,SCE
12/1/2023 8:00:00 PM,73.31372,SDGE
12/1/2023 8:00:00 PM,71.34045,VEA
12/1/2023 9:00:00 PM,74.85343,PGAE
12/1/2023 9:00:00 PM,73.06804,SCE
12/1/2023 9:00:00 PM,73.52622,SDGE
12/1/2023 9:00:00 PM,71.43485,VEA
12/1/2023 10:00:00 PM,72.66730,PGAE
12/1/2023 10:00:00 PM,71.56442,SCE
12/1/2023 10:00:00 PM,72.06179,SDGE
12/1/2023 10:00:00 PM,69.88488,VEA
12/1/2023 11:00:00 PM,61.45468,PGAE
12/1/2023 11:00:00 PM,59.95320,SCE
12/1/2023 11:00:00 PM,60.30487,SDGE
12/1/2023 11:00:00 PM,58.89213,VEA
12/2/2023 12:00:00 AM,52.94281,PGAE
12/2/2023 12:00:00 AM,51.34070,SCE
12/2/2023 12:00:00 AM,51.88788,SDGE
12/2/2023 12:00:00 AM,50.59029,VEA
12/2/2023 1:00:00 AM,49.85157,PGAE
12/2/2023 1:00:00 AM,48.62895,SCE
12/2/2023 1:00:00 AM,49.16549,SDGE
12/2/2023 1:00:00 AM,47.95459,VEA
12/2/2023 2:00:00 AM,49.71030,PGAE
12/2/2023 2:00:00 AM,48.53316,SCE
12/2/2023 2:00:00 AM,49.06358,SDGE
12/2/2023 2:00:00 AM,47.87995,VEA
12/2/2023 3:00:00 AM,49.49010,PGAE
12/2/2023 3:00:00 AM,48.45942,SCE
12/2/2023 3:00:00 AM,48.88048,SDGE
12/2/2023 3:00:00 AM,47.73481,VEA
12/2/2023 4:00:00 AM,49.54696,PGAE
12/2/2023 4:00:00 AM,48.39536,SCE
12/2/2023 4:00:00 AM,48.83591,SDGE
12/2/2023 4:00:00 AM,47.84711,VEA
12/2/2023 5:00:00 AM,57.18531,PGAE
12/2/2023 5:00:00 AM,55.85274,SCE
12/2/2023 5:00:00 AM,56.50806,SDGE
12/2/2023 5:00:00 AM,55.38386,VEA
12/2/2023 6:00:00 AM,59.80017,PGAE
12/2/2023 6:00:00 AM,58.81345,SCE
12/2/2023 6:00:00 AM,61.16367,SDGE
12/2/2023 6:00:00 AM,58.51359,VEA
12/2/2023 7:00:00 AM,55.29740,PGAE
12/2/2023 7:00:00 AM,52.57477,SCE
12/2/2023 7:00:00 AM,54.56000,SDGE
12/2/2023 7:00:00 AM,50.96931,VEA
12/2/2023 8:00:00 AM,47.98348,PGAE
12/2/2023 8:00:00 AM,39.00667,SCE
12/2/2023 8:00:00 AM,51.79000,SDGE
12/2/2023 8:00:00 AM,33.90466,VEA
12/2/2023 9:00:00 AM,43.23551,PGAE
12/2/2023 9:00:00 AM,11.19918,SCE
12/2/2023 9:00:00 AM,31.50017,SDGE
12/2/2023 9:00:00 AM,7.35987,VEA
12/2/2023 10:00:00 AM,40.27328,PGAE
12/2/2023 10:00:00 AM,11.33500,SCE
12/2/2023 10:00:00 AM,29.73892,SDGE
12/2/2023 10:00:00 AM,7.69838,VEA
12/2/2023 11:00:00 AM,39.44141,PGAE
12/2/2023 11:00:00 AM,13.04762,SCE
12/2/2023 11:00:00 AM,29.68557,SDGE
12/2/2023 11:00:00 AM,9.32330,VEA
12/2/2023 12:00:00 PM,37.59319,PGAE
12/2/2023 12:00:00 PM,8.41923,SCE
12/2/2023 12:00:00 PM,25.50313,SDGE
12/2/2023 12:00:00 PM,5.14096,VEA
12/2/2023 1:00:00 PM,37.95134,PGAE
12/2/2023 1:00:00 PM,9.50301,SCE
12/2/2023 1:00:00 PM,25.88219,SDGE
12/2/2023 1:00:00 PM,6.45792,VEA
12/2/2023 2:00:00 PM,41.17836,PGAE
12/2/2023 2:00:00 PM,11.96281,SCE
12/2/2023 2:00:00 PM,23.73000,SDGE
12/2/2023 2:00:00 PM,10.45956,VEA
12/2/2023 3:00:00 PM,53.97276,PGAE
12/2/2023 3:00:00 PM,50.00000,SCE
12/2/2023 3:00:00 PM,51.93924,SDGE
12/2/2023 3:00:00 PM,48.40765,VEA
12/2/2023 4:00:00 PM,66.49278,PGAE
12/2/2023 4:00:00 PM,63.60169,SCE
12/2/2023 4:00:00 PM,66.67181,SDGE
12/2/2023 4:00:00 PM,62.29705,VEA
12/2/2023 5:00:00 PM,66.87827,PGAE
12/2/2023 5:00:00 PM,64.31510,SCE
12/2/2023 5:00:00 PM,67.79043,SDGE
12/2/2023 5:00:00 PM,62.95777,VEA
12/2/2023 6:00:00 PM,65.85807,PGAE
12/2/2023 6:00:00 PM,63.93569,SCE
12/2/2023 6:00:00 PM,65.85280,SDGE
12/2/2023 6:00:00 PM,62.60847,VEA
12/2/2023 7:00:00 PM,63.22171,PGAE
12/2/2023 7:00:00 PM,63.33969,SCE
12/2/2023 7:00:00 PM,64.33438,SDGE
12/2/2023 7:00:00 PM,62.17393,VEA
12/2/2023 8:00:00 PM,63.26576,PGAE
12/2/2023 8:00:00 PM,63.24130,SCE
12/2/2023 8:00:00 PM,64.07066,SDGE
12/2/2023 8:00:00 PM,61.87379,VEA
12/2/2023 9:00:00 PM,64.33213,PGAE
12/2/2023 9:00:00 PM,63.53242,SCE
12/2/2023 9:00:00 PM,64.31753,SDGE
12/2/2023 9:00:00 PM,62.55022,VEA
12/2/2023 10:00:00 PM,63.71958,PGAE
12/2/2023 10:00:00 PM,62.77723,SCE
12/2/2023 10:00:00 PM,63.49817,SDGE
12/2/2023 10:00:00 PM,61.58198,VEA
12/2/2023 11:00:00 PM,57.90047,PGAE
12/2/2023 11:00:00 PM,57.10787,SCE
12/2/2023 11:00:00 PM,57.68852,SDGE
12/2/2023 11:00:00 PM,55.99255,VEA
12/3/2023 12:00:00 AM,52.00000,PGAE
12/3/2023 12:00:00 AM,50.55520,SCE
12/3/2023 12:00:00 AM,50.96509,SDGE
12/3/2023 12:00:00 AM,49.71493,VEA
12/3/2023 1:00:00 AM,52.04593,PGAE
12/3/2023 1:00:00 AM,50.51213,SCE
12/3/2023 1:00:00 AM,51.27933,SDGE
12/3/2023 1:00:00 AM,49.66310,VEA
12/3/2023 2:00:00 AM,51.39136,PGAE
12/3/2023 2:00:00 AM,50.58558,SCE
12/3/2023 2:00:00 AM,51.27407,SDGE
12/3/2023 2:00:00 AM,49.73391,VEA
12/3/2023 3:00:00 AM,48.94931,PGAE
12/3/2023 3:00:00 AM,48.30742,SCE
12/3/2023 3:00:00 AM,48.80343,SDGE
12/3/2023 3:00:00 AM,47.35430,VEA
12/3/2023 4:00:00 AM,52.23901,PGAE
12/3/2023 4:00:00 AM,51.16848,SCE
12/3/2023 4:00:00 AM,51.98043,SDGE
12/3/2023 4:00:00 AM,50.48582,VEA
12/3/2023 5:00:00 AM,55.72511,PGAE
12/3/2023 5:00:00 AM,54.87903,SCE
12/3/2023 5:00:00 AM,55.42096,SDGE
12/3/2023 5:00:00 AM,53.78963,VEA
12/3/2023 6:00:00 AM,53.30083,PGAE
12/3/2023 6:00:00 AM,52.13475,SCE
12/3/2023 6:00:00 AM,52.82014,SDGE
12/3/2023 6:00:00 AM,51.33864,VEA
12/3/2023 7:00:00 AM,55.64000,PGAE
12/3/2023 7:00:00 AM,43.40394,SCE
12/3/2023 7:00:00 AM,43.82105,SDGE
12/3/2023 7:00:00 AM,43.02867,VEA
12/3/2023 8:00:00 AM,49.53022,PGAE
12/3/2023 8:00:00 AM,8.59911,SCE
12/3/2023 8:00:00 AM,9.94104,SDGE
12/3/2023 8:00:00 AM,10.70249,VEA
12/3/2023 9:00:00 AM,45.35109,PGAE
12/3/2023 9:00:00 AM,-0.78118,SCE
12/3/2023 9:00:00 AM,0.50144,SDGE
12/3/2023 9:00:00 AM,1.83659,VEA
12/3/2023 10:00:00 AM,43.98906,PGAE
12/3/2023 10:00:00 AM,-1.12833,SCE
12/3/2023 10:00:00 AM,0.10825,SDGE
12/3/2023 10:00:00 AM,1.38895,VEA
12/3/2023 11:00:00 AM,42.15379,PGAE
12/3/2023 11:00:00 AM,-0.96347,SCE
12/3/2023 11:00:00 AM,0.10558,SDGE
12/3/2023 11:00:00 AM,1.44909,VEA
12/3/2023 12:00:00 PM,41.94116,PGAE
12/3/2023 12:00:00 PM,-1.15392,SCE
12/3/2023 12:00:00 PM,0.00103,SDGE
12/3/2023 12:00:00 PM,1.32836,VEA
12/3/2023 1:00:00 PM,41.93642,PGAE
12/3/2023 1:00:00 PM,-0.76278,SCE
12/3/2023 1:00:00 PM,0.37804,SDGE
12/3/2023 1:00:00 PM,1.72182,VEA
12/3/2023 2:00:00 PM,49.76191,PGAE
12/3/2023 2:00:00 PM,5.08887,SCE
12/3/2023 2:00:00 PM,6.38453,SDGE
12/3/2023 2:00:00 PM,7.45532,VEA
12/3/2023 3:00:00 PM,56.33665,PGAE
12/3/2023 3:00:00 PM,50.83158,SCE
12/3/2023 3:00:00 PM,50.85293,SDGE
12/3/2023 3:00:00 PM,49.06873,VEA
12/3/2023 4:00:00 PM,68.00987,PGAE
12/3/2023 4:00:00 PM,63.54900,SCE
12/3/2023 4:00:00 PM,64.36230,SDGE
12/3/2023 4:00:00 PM,62.66965,VEA
12/3/2023 5:00:00 PM,67.90911,PGAE
