,bid_rtpd_neg_weighted,bid_rtpd_pos_weighted
2023-07-01 12:15:00,13.455618368877934,145.72443015780246
2023-07-01 12:30:00,13.455618368877934,145.2644872837069
2023-07-01 12:45:00,13.455618368877934,145.2644872837069
2023-07-01 13:00:00,13.841060230777149,148.75017351471405
2023-07-01 13:15:00,13.822413443573266,148.75017351471405
2023-07-01 13:30:00,13.499687867522056,151.00079868395957
2023-07-01 13:45:00,13.499687867522056,151.00079868395957
2023-07-01 14:00:00,3.069422173746716,155.88165148609778
2023-07-01 14:15:00,3.069422173746716,155.88165148609778
2023-07-01 14:30:00,3.069422173746716,155.88165148609778
2023-07-01 14:45:00,3.069422173746716,161.1280232028572
2023-07-01 15:00:00,-22.41962654648479,148.23997040846027
2023-07-01 15:15:00,-22.434649641106443,148.36453423392777
2023-07-01 15:30:00,-22.434649641106443,148.36453423392777
2023-07-01 15:45:00,-22.434649641106443,151.28012780018463
2023-07-01 16:00:00,-28.305595216272103,139.29010647206604
2023-07-01 16:15:00,-28.767498367556126,139.2710403447863
2023-07-01 16:30:00,-28.767498367556126,139.2710403447863
2023-07-01 16:45:00,-30.295025768510957,137.3598559646881
2023-07-01 17:00:00,-32.931634626029506,132.68659767927775
2023-07-01 17:15:00,-32.931634626029506,132.5944506771653
2023-07-01 17:30:00,-32.864320380234204,132.5944506771653
2023-07-01 17:45:00,-32.730106541619506,132.5944506771653
2023-07-01 18:00:00,-35.35304334692644,110.34101943439093
2023-07-01 18:15:00,-35.35304334692644,110.34101943439093
2023-07-01 18:30:00,-35.35304334692644,110.34101943439093
2023-07-01 18:45:00,-35.35304334692644,110.26875606325746
2023-07-01 19:00:00,-36.282367290282416,44.809344896486266
2023-07-01 19:15:00,-36.282367290282416,44.809344896486266
2023-07-01 19:30:00,-36.27754785835151,44.809344896486266
2023-07-01 19:45:00,-36.27754785835151,44.809344896486266
2023-07-01 20:00:00,-31.54263042592214,50.061684054170115
2023-07-01 20:15:00,-31.54263042592214,49.97052461418587
2023-07-01 20:30:00,-31.54263042592214,49.999015690705555
2023-07-01 20:45:00,-31.184153326855213,49.999015690705555
2023-07-01 21:00:00,-33.03741609878567,73.48990707621704
2023-07-01 21:15:00,-33.03741609878567,73.48990707621704
2023-07-01 21:30:00,-33.03741609878567,73.48990707621704
2023-07-01 21:45:00,-33.03741609878567,73.48990707621704
2023-07-01 22:00:00,-33.08783854575933,116.26973664412813
2023-07-01 22:15:00,-33.08783854575933,116.26973664412813
2023-07-01 22:30:00,-33.08783854575933,116.26973664412813
2023-07-01 22:45:00,-33.08783854575933,101.44852911471219
2023-07-01 23:00:00,-34.632503089902734,123.95826428672882
2023-07-01 23:15:00,-34.632503089902734,123.95826428672882
2023-07-01 23:30:00,-34.632503089902734,124.99397334089619
2023-07-01 23:45:00,-34.632503089902734,124.99397334089619
2023-07-02 00:00:00,-31.969049362219913,147.21906800984084
2023-07-02 00:15:00,-32.318060247747745,137.7166781600264
2023-07-02 00:30:00,-32.318060247747745,137.7166781600264
2023-07-02 00:45:00,-32.318060247747745,137.7166781600264
2023-07-02 01:00:00,-32.33149655739834,129.44731411229137
2023-07-02 01:15:00,-32.33149655739834,129.44731411229137
2023-07-02 01:30:00,-32.33149655739834,129.44731411229137
2023-07-02 01:45:00,-32.33149655739834,119.61423368740516
2023-07-02 02:00:00,-31.41596393041558,135.2951344616797
2023-07-02 02:15:00,-31.41596393041558,135.2951344616797
2023-07-02 02:30:00,-31.41596393041558,135.2951344616797
2023-07-02 02:45:00,-31.41596393041558,135.2951344616797
2023-07-02 03:00:00,-32.317063264267226,135.77310894781957
2023-07-02 03:15:00,-31.989657833525357,135.5126956805026
2023-07-02 03:30:00,-31.989657833525357,135.5126956805026
2023-07-02 03:45:00,-31.989657833525357,135.83930457220487
2023-07-02 04:00:00,-31.1383762434331,136.2403053509585
2023-07-02 04:15:00,-30.882715847619664,136.3900298273923
2023-07-02 04:30:00,-30.882715847619664,136.3900298273923
2023-07-02 04:45:00,-30.882715847619664,136.3900298273923
2023-07-02 05:00:00,-31.298844948564117,133.7824884860219
2023-07-02 05:15:00,-31.298844948564117,133.7824884860219
2023-07-02 05:30:00,-31.298844948564117,133.7824884860219
2023-07-02 05:45:00,-31.298844948564117,123.88193405497374
2023-07-02 06:00:00,-30.265287782945826,139.4203693981769
2023-07-02 06:15:00,-30.265287782945826,129.75588221257098
2023-07-02 06:30:00,-30.265287782945826,129.75588221257098
2023-07-02 06:45:00,-30.265287782945826,129.75588221257098
2023-07-02 07:00:00,-15.456310520089389,147.12538773562395
2023-07-02 07:15:00,-15.456310520089389,147.12538773562395
2023-07-02 07:30:00,-15.456310520089389,147.12538773562395
2023-07-02 07:45:00,-15.456310520089389,147.12538773562395
2023-07-02 08:00:00,13.82550770466946,140.48629989984263
2023-07-02 08:15:00,13.82550770466946,140.48629989984263
2023-07-02 08:30:00,13.82550770466946,140.48629989984263
2023-07-02 08:45:00,13.82550770466946,140.20377461706784
2023-07-02 09:00:00,21.191190855856462,156.84037441423442
2023-07-02 09:15:00,21.1319710287978,156.93782895520255
2023-07-02 09:30:00,21.119827482608052,157.07465588396673
2023-07-02 09:45:00,21.119827482608052,157.07465588396673
2023-07-02 10:00:00,21.96411845329128,157.8037872299933
2023-07-02 10:15:00,21.958540046275463,155.68304445399417
2023-07-02 10:30:00,21.958540046275463,155.68304445399417
2023-07-02 10:45:00,21.958540046275463,155.68304445399417
2023-07-02 11:00:00,30.3930837035167,165.7212824923547
2023-07-02 11:15:00,30.3930837035167,165.7212824923547
2023-07-02 11:30:00,30.3930837035167,165.7212824923547
2023-07-02 11:45:00,30.3930837035167,165.7212824923547
2023-07-02 12:00:00,13.884101860527375,149.7405046670964
2023-07-02 12:15:00,13.873713756389364,150.0773300773301
2023-07-02 12:30:00,13.873713756389364,150.0773300773301
2023-07-02 12:45:00,13.873713756389364,150.0773300773301
2023-07-02 13:00:00,11.413995050074824,147.66605497338952
2023-07-02 13:15:00,11.413995050074824,147.66605497338952
2023-07-02 13:30:00,11.413995050074824,147.66605497338952
2023-07-02 13:45:00,11.371431455101215,147.78803840831858
2023-07-02 14:00:00,4.978374292702899,156.82130701934716
2023-07-02 14:15:00,4.978374292702899,156.82130701934716
2023-07-02 14:30:00,5.313718475194953,156.82130701934716
2023-07-02 14:45:00,5.313718475194953,159.56234724411246
2023-07-02 15:00:00,-17.54623826116517,150.61653379628575
2023-07-02 15:15:00,-17.54623826116517,153.3576992484638
2023-07-02 15:30:00,-17.54623826116517,153.3576992484638
2023-07-02 15:45:00,-17.54623826116517,153.3576992484638
2023-07-02 16:00:00,-22.547025767957578,146.80283025332938
2023-07-02 16:15:00,-19.2679648228077,149.54399570550746
2023-07-02 16:30:00,-19.2679648228077,149.54399570550746
2023-07-02 16:45:00,-19.181312679972194,149.17700299791747
2023-07-02 17:00:00,-22.552734547762878,143.20283564814815
2023-07-02 17:15:00,-22.552734547762878,145.98061342592592
2023-07-02 17:30:00,-22.552734547762878,145.98061342592592
2023-07-02 17:45:00,-22.552734547762878,145.98061342592592
2023-07-02 18:00:00,-27.243498612581018,107.64371933983557
2023-07-02 18:15:00,-27.243498612581018,107.64371933983557
2023-07-02 18:30:00,-27.243498612581018,107.64371933983557
2023-07-02 18:45:00,-27.243498612581018,107.64371933983557
2023-07-02 19:00:00,-30.151851567606755,58.466862853147234
2023-07-02 19:15:00,-30.151851567606755,58.466862853147234
2023-07-02 19:30:00,-30.151851567606755,58.466862853147234
2023-07-02 19:45:00,-30.151851567606755,58.466862853147234
2023-07-02 20:00:00,-30.857285874373968,47.742455380909966
2023-07-02 20:15:00,-30.857285874373968,47.76730097964562
2023-07-02 20:30:00,-30.857285874373968,47.76730097964562
2023-07-02 20:45:00,-30.857285874373968,47.76730097964562
2023-07-02 21:00:00,-31.84321468183872,85.15397259442976
2023-07-02 21:15:00,-31.84321468183872,85.10915820942674
2023-07-02 21:30:00,-31.84321468183872,85.10915820942674
2023-07-02 21:45:00,-31.84321468183872,85.10915820942674
2023-07-02 22:00:00,-26.444862273938476,119.98574269400287
2023-07-02 22:15:00,-26.444862273938476,119.98574269400287
2023-07-02 22:30:00,-26.444862273938476,119.98574269400287
2023-07-02 22:45:00,-26.444862273938476,119.98574269400287
2023-07-02 23:00:00,-27.46092528100432,174.57880318712958
2023-07-02 23:15:00,-26.76572435613361,176.4050049727615
2023-07-02 23:30:00,-26.76572435613361,176.4050049727615
2023-07-02 23:45:00,-26.76572435613361,176.4050049727615
2023-07-03 00:00:00,-29.026125495684624,161.32136474793077
2023-07-03 00:15:00,-29.026125495684624,161.32136474793077
2023-07-03 00:30:00,-29.026125495684624,161.32136474793077
2023-07-03 00:45:00,-29.026125495684624,161.32136474793077
2023-07-03 01:00:00,-26.72694031970139,154.77556490865058
2023-07-03 01:15:00,-26.72694031970139,154.0499546711918
2023-07-03 01:30:00,-26.72694031970139,154.0499546711918
2023-07-03 01:45:00,-26.72694031970139,154.0499546711918
2023-07-03 02:00:00,-18.278732909164745,147.62127999403958
2023-07-03 02:15:00,-18.278732909164745,147.62127999403958
2023-07-03 02:30:00,-18.245141447087377,147.71547491051936
2023-07-03 02:45:00,-18.245141447087377,147.71547491051936
2023-07-03 03:00:00,-20.625653778841706,142.87509892463106
2023-07-03 03:15:00,-20.625653778841706,142.87509892463106
2023-07-03 03:30:00,-20.625653778841706,142.87509892463106
2023-07-03 03:45:00,-20.625653778841706,142.87509892463106
2023-07-03 04:00:00,-23.90399479355124,136.93893467430274
2023-07-03 04:15:00,-23.90399479355124,136.36750244675397
2023-07-03 04:30:00,-23.80228036461687,136.46440733311564
2023-07-03 04:45:00,-23.80228036461687,136.46440733311564
2023-07-03 05:00:00,-28.223457234192384,137.59810550859808
2023-07-03 05:15:00,-28.223457234192384,137.59810550859808
2023-07-03 05:30:00,-28.223457234192384,137.59810550859808
2023-07-03 05:45:00,-28.026945667016935,137.5749284587981
2023-07-03 06:00:00,-29.268068175885638,140.80519419527542
2023-07-03 06:15:00,-29.268068175885638,140.80519419527542
2023-07-03 06:30:00,-29.268068175885638,140.80519419527542
2023-07-03 06:45:00,-29.268068175885638,140.80519419527542
2023-07-03 07:00:00,-0.11160019505717123,159.95996994811355
2023-07-03 07:15:00,-0.11160019505717123,159.95996994811355
2023-07-03 07:30:00,-0.11160019505717123,157.14260559246824
2023-07-03 07:45:00,-0.12852686542374134,157.7735213347795
2023-07-03 08:00:00,28.787665913944434,151.6381095947159
2023-07-03 08:15:00,28.787665913944434,151.6381095947159
2023-07-03 08:30:00,28.864069854486907,151.6381095947159
2023-07-03 08:45:00,28.864069854486907,151.6381095947159
2023-07-03 09:00:00,30.569064762706446,168.24698656870623
2023-07-03 09:15:00,30.332662337497815,168.3541546948627
2023-07-03 09:30:00,30.325500080073823,168.63394812680116
2023-07-03 09:45:00,30.16119071932608,168.46156943965025
2023-07-03 10:00:00,43.59387821054997,167.1001568012544
2023-07-03 10:15:00,43.59387821054997,167.1001568012544
2023-07-03 10:30:00,43.59387821054997,167.1001568012544
2023-07-03 10:45:00,43.62477435394971,167.33436206856695
2023-07-03 11:00:00,47.71412094453815,164.71550349989604
2023-07-03 11:15:00,47.706577251090835,164.67407116632415
2023-07-03 11:30:00,47.706577251090835,164.67407116632415
2023-07-03 11:45:00,47.706577251090835,164.67407116632415
2023-07-03 12:00:00,43.578387953941544,162.93451857678247
2023-07-03 12:15:00,43.21512182433018,160.1978313197241
2023-07-03 12:30:00,43.21512182433018,160.1978313197241
2023-07-03 12:45:00,43.2263952928675,162.97522334860895
2023-07-03 13:00:00,25.362257453727956,161.1239556573862
2023-07-03 13:15:00,25.477219162049558,161.0841102037984
2023-07-03 13:30:00,27.933933528041287,165.58146759014244
2023-07-03 13:45:00,27.933933528041287,165.58146759014244
2023-07-03 14:00:00,8.869279725520505,160.20634856635985
2023-07-03 14:15:00,8.869279725520505,162.9711025608534
2023-07-03 14:30:00,8.869279725520505,154.74239840199985
2023-07-03 14:45:00,8.869279725520505,154.74239840199985
2023-07-03 15:00:00,-20.951427263985906,148.92002742187134
2023-07-03 15:15:00,-25.197561804900523,148.92002742187134
2023-07-03 15:30:00,-25.197561804900523,148.92002742187134
2023-07-03 15:45:00,-25.197561804900523,148.92002742187134
2023-07-03 16:00:00,-29.837753961266472,141.70991480388818
2023-07-03 16:15:00,-29.837753961266472,141.70991480388818
2023-07-03 16:30:00,-29.725292709264885,141.78885696433815
2023-07-03 16:45:00,-29.725292709264885,141.78885696433815
2023-07-03 17:00:00,-27.947449197604065,128.015477210033
2023-07-03 17:15:00,-27.947449197604065,128.015477210033
2023-07-03 17:30:00,-27.947449197604065,128.015477210033
2023-07-03 17:45:00,-27.243523264269815,128.015477210033
2023-07-03 18:00:00,-32.82503141924119,102.12837445067083
2023-07-03 18:15:00,-33.626045461280256,102.12837445067083
2023-07-03 18:30:00,-33.626045461280256,102.12837445067083
2023-07-03 18:45:00,-33.931513599244454,95.61657725638153
2023-07-03 19:00:00,-33.76913610823027,44.22956771858681
2023-07-03 19:15:00,-33.76913610823027,44.22956771858681
2023-07-03 19:30:00,-33.76913610823027,48.269922303311844
2023-07-03 19:45:00,-33.479764614017334,44.22956771858681
2023-07-03 20:00:00,-35.43878536851085,39.36138853187752
2023-07-03 20:15:00,-35.44787467653639,39.380860599037476
2023-07-03 20:30:00,-35.44787467653639,39.380860599037476
2023-07-03 20:45:00,-34.909278730106784,39.22008813502951
2023-07-03 21:00:00,-33.59606843904136,56.825450203794006
2023-07-03 21:15:00,-33.59606843904136,56.91263153116131
2023-07-03 21:30:00,-33.59606843904136,56.99437126574571
2023-07-03 21:45:00,-33.598316277352794,57.04106812635833
2023-07-03 22:00:00,-31.735001234250184,125.3658819885396
2023-07-03 22:15:00,-31.735001234250184,125.3658819885396
2023-07-03 22:30:00,-31.735001234250184,125.3658819885396
2023-07-03 22:45:00,-31.735001234250184,125.3658819885396
2023-07-03 23:00:00,-32.27038702192019,156.25917541823668
2023-07-03 23:30:00,-32.27038702192019,156.25917541823668
2023-07-03 23:45:00,-32.27038702192019,156.25917541823668
2023-07-04 00:00:00,-32.02139451062947,159.68868441697148
2023-07-04 00:15:00,-31.524472366374678,159.74882034212442
2023-07-04 00:30:00,-31.524472366374678,159.74882034212442
2023-07-04 00:45:00,-31.524472366374678,159.74882034212442
2023-07-04 01:00:00,-32.33792291426374,145.73009268015886
2023-07-04 01:15:00,-32.33792291426374,144.16881977860479
2023-07-04 01:30:00,-32.33792291426374,144.16881977860479
2023-07-04 01:45:00,-32.33792291426374,144.16881977860479
2023-07-04 02:00:00,-36.221132025096786,148.41856936244875
2023-07-04 02:15:00,-36.221132025096786,148.41856936244875
2023-07-04 02:30:00,-36.221132025096786,148.41856936244875
2023-07-04 02:45:00,-36.21023559164115,149.7479803094896
2023-07-04 03:00:00,-32.31046138110686,148.71342877662266
2023-07-04 03:15:00,-32.31046138110686,148.71342877662266
2023-07-04 03:30:00,-32.31046138110686,148.71342877662266
2023-07-04 03:45:00,-32.31046138110686,148.71342877662266
2023-07-04 04:00:00,-32.03970431336687,147.60013539765703
2023-07-04 04:15:00,-32.03970431336687,147.60013539765703
2023-07-04 04:30:00,-32.03970431336687,147.60013539765703
2023-07-04 04:45:00,-32.03970431336687,147.60013539765703
2023-07-04 05:00:00,-31.624873859479464,148.58148845411432
2023-07-04 05:15:00,-31.624873859479464,148.58148845411432
2023-07-04 05:30:00,-31.624873859479464,148.1763696589853
2023-07-04 05:45:00,-31.624873859479464,148.1763696589853
2023-07-04 06:00:00,-27.447390219351597,147.30678198469406
2023-07-04 06:15:00,-27.11382263511736,147.30484405993434
2023-07-04 06:30:00,-27.11382263511736,147.30484405993434
2023-07-04 06:45:00,-27.11382263511736,147.30484405993434
2023-07-04 07:00:00,-21.21649255742435,153.01902200811696
2023-07-04 07:15:00,-21.201567204059284,152.7866224002945
2023-07-04 07:30:00,-21.201567204059284,152.7866224002945
2023-07-04 07:45:00,-21.201567204059284,152.7866224002945
2023-07-04 08:00:00,6.143365943463882,141.85891386916418
2023-07-04 08:15:00,6.143365943463882,141.85891386916418
2023-07-04 08:30:00,6.143365943463882,141.85891386916418
2023-07-04 08:45:00,6.143365943463882,141.85891386916418
2023-07-04 09:00:00,19.931168255669863,150.81169443200832
2023-07-04 09:15:00,19.931168255669863,150.81169443200832
2023-07-04 09:30:00,19.931168255669863,150.81169443200832
2023-07-04 09:45:00,19.901027514829906,150.81169443200832
2023-07-04 10:00:00,28.672381444420274,152.50412307982285
2023-07-04 10:15:00,28.608898164528973,154.2785703957199
2023-07-04 10:30:00,26.02063479457857,154.2785703957199
2023-07-04 10:45:00,26.42134086975335,154.2785703957199
2023-07-04 11:00:00,22.839152316225125,149.96058077299966
2023-07-04 11:15:00,22.994142907182262,148.28437210922624
2023-07-04 11:30:00,22.994142907182262,148.28437210922624
2023-07-04 11:45:00,22.9982869338925,148.28437210922624
2023-07-04 12:00:00,25.671867376296206,157.08491945592127
2023-07-04 12:15:00,25.671867376296206,156.53390874030018
2023-07-04 12:30:00,25.671867376296206,156.53390874030018
2023-07-04 12:45:00,26.99310926176319,156.53390874030018
2023-07-04 13:00:00,23.674741079021867,150.73744609656669
2023-07-04 13:15:00,23.674741079021867,150.73744609656669
2023-07-04 13:30:00,23.627769001126765,150.73744609656669
2023-07-04 13:45:00,23.627769001126765,150.73744609656669
2023-07-04 14:00:00,5.382550963430289,147.67986684484322
2023-07-04 14:15:00,5.382550963430289,147.67986684484322
2023-07-04 14:30:00,5.382550963430289,147.67986684484322
2023-07-04 14:45:00,5.382550963430289,147.67986684484322
2023-07-04 15:00:00,-18.490345957214476,139.40364738058756
2023-07-04 15:15:00,-21.453615665024355,139.40364738058756
2023-07-04 15:30:00,-21.559973415864306,139.5122740185484
2023-07-04 15:45:00,-21.559973415864306,139.5122740185484
2023-07-04 16:00:00,-24.671570785313097,116.98769691916978
2023-07-04 16:15:00,-20.530379038158806,116.98769691916978
2023-07-04 16:30:00,-20.530379038158806,116.98769691916978
2023-07-04 16:45:00,-20.530379038158806,119.91528078300219
2023-07-04 17:00:00,-22.285899219258816,128.27370252801472
2023-07-04 17:15:00,-24.107751238467063,139.4798657718121
2023-07-04 17:30:00,-24.107751238467063,139.4798657718121
2023-07-04 17:45:00,-23.979964143875975,139.4798657718121
2023-07-04 18:00:00,-33.815046474986,89.79606365159128
2023-07-04 18:15:00,-33.815046474986,89.79606365159128
2023-07-04 18:30:00,-33.815046474986,89.79606365159128
2023-07-04 18:45:00,-34.31847579186472,89.79606365159128
2023-07-04 19:00:00,-37.81714948596241,44.374143214980364
2023-07-04 19:15:00,-38.04849700675074,44.374143214980364
2023-07-04 19:30:00,-38.04849700675074,44.374143214980364
2023-07-04 19:45:00,-38.04849700675074,44.38311478586655
2023-07-04 20:00:00,-33.53657099151863,29.525787054262636
2023-07-04 20:15:00,-33.53657099151863,29.525787054262636
2023-07-04 20:30:00,-33.539566247589825,29.51791280070279
2023-07-04 20:45:00,-33.41927991624976,29.51791280070279
2023-07-04 21:00:00,-37.12368314948255,37.440249621153356
2023-07-04 21:15:00,-37.12368314948255,37.42497055919683
2023-07-04 21:30:00,-37.12368314948255,37.42497055919683
2023-07-04 21:45:00,-37.12368314948255,37.42497055919683
2023-07-04 22:00:00,-32.41088557128618,121.40798083301915
2023-07-04 22:15:00,-32.41088557128618,121.40798083301915
2023-07-04 22:30:00,-32.41088557128618,121.40798083301915
2023-07-04 22:45:00,-32.41088557128618,121.40798083301915
2023-07-04 23:00:00,-33.70170443893319,151.65312350406896
2023-07-04 23:15:00,-33.70170443893319,151.65312350406896
2023-07-04 23:30:00,-33.70170443893319,151.70677276534641
2023-07-04 23:45:00,-33.70170443893319,151.70677276534641
2023-07-05 00:00:00,-33.08774315552393,164.51175717471386
2023-07-05 00:15:00,-32.69548795971278,162.48874756411666
2023-07-05 00:30:00,-32.69548795971278,162.48874756411666
2023-07-05 00:45:00,-32.69548795971278,162.48874756411666
2023-07-05 01:00:00,-32.285694094053525,172.10349438900568
2023-07-05 01:15:00,-32.285694094053525,172.10349438900568
2023-07-05 01:30:00,-32.285694094053525,172.10349438900568
2023-07-05 01:45:00,-32.285694094053525,172.10349438900568
2023-07-05 02:00:00,-27.922445607125315,174.13563662754186
2023-07-05 02:15:00,-27.922445607125315,174.13563662754186
2023-07-05 02:30:00,-27.922445607125315,174.13563662754186
2023-07-05 02:45:00,-27.922445607125315,174.13563662754186
2023-07-05 03:00:00,-27.31162666751098,176.0088510990514
2023-07-05 03:15:00,-27.31162666751098,176.0088510990514
2023-07-05 03:30:00,-27.31162666751098,176.0088510990514
2023-07-05 03:45:00,-27.31162666751098,176.0088510990514
2023-07-05 04:00:00,-28.069228929195443,175.10817954295604
2023-07-05 04:15:00,-28.069228929195443,175.10817954295604
2023-07-05 04:30:00,-28.069228929195443,175.10817954295604
2023-07-05 04:45:00,-28.069228929195443,175.10817954295604
2023-07-05 05:00:00,-31.264643265272042,173.56531800014022
2023-07-05 05:15:00,-31.264643265272042,174.74854796948986
2023-07-05 05:30:00,-31.264643265272042,174.8214202398171
2023-07-05 05:45:00,-31.591011939528833,174.8214202398171
2023-07-05 06:00:00,-31.584202989158022,169.81796422272612
2023-07-05 06:15:00,-31.584202989158022,169.81796422272612
2023-07-05 06:30:00,-31.584202989158022,169.81796422272612
2023-07-05 06:45:00,-31.584202989158022,156.14791811517443
2023-07-05 07:00:00,-19.618064644476323,180.74937236511772
2023-07-05 07:15:00,-19.618064644476323,178.88765189378688
2023-07-05 07:30:00,-19.618064644476323,178.81249555929233
2023-07-05 07:45:00,-19.618064644476323,178.81249555929233
2023-07-05 08:00:00,6.71747289352847,173.64164929897692
2023-07-05 08:15:00,6.71747289352847,173.64164929897692
2023-07-05 08:30:00,6.71747289352847,173.64164929897692
2023-07-05 08:45:00,6.71747289352847,173.64164929897692
2023-07-05 09:00:00,17.145733464767865,163.40961802432903
2023-07-05 09:15:00,17.145733464767865,163.40961802432903
2023-07-05 09:30:00,17.107221865500186,163.71705610247895
2023-07-05 09:45:00,16.756007547517616,162.36414595829766
2023-07-05 10:00:00,26.14979281713655,161.26002962962963
2023-07-05 10:15:00,26.14979281713655,161.26002962962963
2023-07-05 10:30:00,26.14979281713655,161.03607238208247
2023-07-05 10:45:00,26.14979281713655,161.14786869298027
2023-07-05 11:00:00,25.652740802164708,161.14375717956915
2023-07-05 11:15:00,25.652740802164708,161.14375717956915
2023-07-05 11:30:00,25.652740802164708,161.58972841843678
2023-07-05 11:45:00,25.652740802164708,161.58972841843678
2023-07-05 12:00:00,24.425735391644942,163.2006796209438
2023-07-05 12:15:00,24.425735391644942,163.2006796209438
2023-07-05 12:30:00,24.489995917804585,166.3925296461664
2023-07-05 12:45:00,24.504666643281734,166.295169174734
2023-07-05 13:00:00,22.147104019563567,163.77569315948767
2023-07-05 13:15:00,21.624068399248316,163.77569315948767
2023-07-05 13:30:00,21.624068399248316,163.77569315948767
2023-07-05 13:45:00,21.624068399248316,163.77569315948767
2023-07-05 14:00:00,15.195863773331311,150.1646996985318
2023-07-05 14:15:00,15.228625058150229,149.97087940662232
2023-07-05 14:30:00,15.228625058150229,149.97087940662232
2023-07-05 14:45:00,15.228625058150229,149.93558171767967
2023-07-05 15:00:00,-17.93065788165641,149.14382810395023
2023-07-05 15:15:00,-15.987832061243672,149.53283128407918
2023-07-05 15:30:00,-15.987832061243672,149.53283128407918
2023-07-05 15:45:00,-15.113693160519354,149.31094239875068
2023-07-05 16:00:00,-16.132932694832128,146.270910506571
2023-07-05 16:15:00,-16.132932694832128,146.270910506571
2023-07-05 16:30:00,-16.132932694832128,144.97931197541078
2023-07-05 16:45:00,-16.132932694832128,144.97931197541078
2023-07-05 17:00:00,-19.193781012239494,138.31720741392854
2023-07-05 17:15:00,-19.193781012239494,138.31720741392854
2023-07-05 17:30:00,-19.18010450426615,138.23143542928165
2023-07-05 17:45:00,-19.18010450426615,138.26701223604977
2023-07-05 18:00:00,-31.34936777070165,94.24981079113257
2023-07-05 18:15:00,-31.34936777070165,94.24981079113257
2023-07-05 18:30:00,-31.04722633359711,94.24981079113257
2023-07-05 18:45:00,-31.04722633359711,94.24981079113257
2023-07-05 19:00:00,-35.83191631415055,43.137427711794274
2023-07-05 19:15:00,-35.58332943554884,43.137427711794274
2023-07-05 19:30:00,-35.58332943554884,43.137427711794274
2023-07-05 19:45:00,-35.58332943554884,42.96889050245481
2023-07-05 20:00:00,-36.143691011674164,40.180749948409186
2023-07-05 20:15:00,-36.51700759638071,40.19008495484875
2023-07-05 20:30:00,-36.471103213924415,40.116314144717
2023-07-05 20:45:00,-36.471103213924415,40.116314144717
2023-07-05 21:00:00,-34.420026007802335,48.341663293477176
2023-07-05 21:15:00,-34.420026007802335,48.341663293477176
